rank,game,config,rtp,house_edge,std_per_unit,variance_per_unit,survival_prob
19,keno,"low, 8 picks",0.9900417965433446,0.00995820345665547,1.814278475943914,3.291606388273371,0.999998504078891
20,plinko,"low, 11 rows",0.9900390625,0.0099609375,0.4415420404379645,0.1949593734741211,1.0
21,plinko,"low, 10 rows",0.9900390625,0.0099609375,0.5271147868103504,0.2778499984741212,1.0
22,plinko,"low, 15 rows",0.990008544921875,0.009991455078125,0.4100479320367429,0.1681393065676093,1.0
23,plinko,"low, 14 rows",0.99000244140625,0.00999755859375,0.3189665318360839,0.10173964843153954,1.0
24,mines,"1 mines, 1 picks",0.99,0.01,0.2020829037796122,0.0408375,1.0
25,mines,"1 mines, 2 picks",0.99,0.01,0.2919350731866963,0.08522608695652173,1.0
26,mines,"2 mines, 1 picks",0.99,0.01,0.2919350731866963,0.08522608695652173,1.0
27,mines,"1 mines, 3 picks",0.99,0.01,0.36558172820861823,0.13365000000000002,1.0
28,mines,"3 mines, 1 picks",0.99,0.01,0.36558172820861823,0.13365000000000002,1.0
29,mines,"2 mines, 2 picks",0.99,0.01,0.426701198783737,0.18207391304347825,1.0
30,mines,"1 mines, 4 picks",0.99,0.01,0.4320714226672649,0.18668571428571426,1.0
31,mines,"4 mines, 1 picks",0.99,0.01,0.4320714226672649,0.18668571428571426,1.0
32,mines,"1 mines, 5 picks",0.99,0.01,0.495,0.245025,1.0
33,mines,"5 mines, 1 picks",0.99,0.01,0.495,0.245025,1.0
34,wheel,"10 segments, low",0.99,0.01,0.5028916384272063,0.2529,1.0
35,wheel,"20 segments, low",0.99,0.01,0.5028916384272063,0.2529,1.0
36,wheel,"30 segments, low",0.99,0.01,0.5028916384272063,0.2529,1.0
37,wheel,"40 segments, low",0.99,0.01,0.5028916384272063,0.2529,1.0
38,wheel,"50 segments, low",0.99,0.01,0.5028916384272063,0.2529,1.0
39,mines,"2 mines, 3 picks",0.99,0.01,0.5410703677500209,0.2927571428571429,1.0
40,mines,"3 mines, 2 picks",0.99,0.01,0.5410703677500209,0.2927571428571429,1.0
41,mines,"1 mines, 6 picks",0.99,0.01,0.5563319720795262,0.3095052631578947,1.0
42,mines,"6 mines, 1 picks",0.99,0.01,0.5563319720795262,0.3095052631578947,1.0
43,mines,"1 mines, 7 picks",0.99,0.01,0.6173734688177003,0.38114999999999993,1.0
44,mines,"7 mines, 1 picks",0.99,0.01,0.6173734688177003,0.38114999999999993,1.0
45,mines,"2 mines, 4 picks",0.99,0.01,0.6481071340008974,0.42004285714285716,1.0
46,mines,"4 mines, 2 picks",0.99,0.01,0.6481071340008974,0.42004285714285716,1.0
47,mines,"1 mines, 8 picks",0.99,0.01,0.679134397164335,0.4612235294117647,1.0
48,mines,"8 mines, 1 picks",0.99,0.01,0.679134397164335,0.4612235294117647,1.0
49,mines,"3 mines, 3 picks",0.99,0.01,0.6954751715810668,0.4836857142857142,1.0
50,mines,"1 mines, 9 picks",0.99,0.01,0.7425,0.5513062500000001,1.0
51,mines,"9 mines, 1 picks",0.99,0.01,0.7425,0.5513062500000001,1.0
52,mines,"2 mines, 5 picks",0.99,0.01,0.7532770511501553,0.5674263157894737,1.0
53,mines,"5 mines, 2 picks",0.99,0.01,0.7532770511501553,0.5674263157894737,1.0
54,mines,"1 mines, 10 picks",0.99,0.01,0.8083316151184488,0.6534,1.0
55,mines,"10 mines, 1 picks",0.99,0.01,0.8083316151184488,0.6534,1.0
56,mines,"3 mines, 4 picks",0.99,0.01,0.8454642360479183,0.7148097744360902,1.0
57,mines,"4 mines, 3 picks",0.99,0.01,0.8454642360479183,0.7148097744360902,1.0
58,mines,"2 mines, 6 picks",0.99,0.01,0.8598684109853822,0.7393736842105262,1.0
59,mines,"6 mines, 2 picks",0.99,0.01,0.8598684109853822,0.7393736842105262,1.0
60,mines,"1 mines, 11 picks",0.99,0.01,0.8775412078236391,0.7700785714285713,1.0
61,mines,"11 mines, 1 picks",0.99,0.01,0.8775412078236391,0.7700785714285713,1.0
62,mines,"1 mines, 12 picks",0.99,0.01,0.9511612336022176,0.9047076923076923,1.0
63,mines,"12 mines, 1 picks",0.99,0.01,0.9511612336022176,0.9047076923076923,1.0
64,mines,"2 mines, 7 picks",0.99,0.01,0.9703940982314108,0.9416647058823528,1.0
65,mines,"7 mines, 2 picks",0.99,0.01,0.9703940982314108,0.9416647058823528,1.0
66,mines,"3 mines, 5 picks",0.99,0.01,0.9986464523754667,0.9972947368421052,1.0
67,mines,"5 mines, 3 picks",0.99,0.01,0.9986464523754667,0.9972947368421052,1.0
68,wheel,"20 segments, medium",0.99,0.01,1.028056418685278,1.0568999999999997,1.0
69,mines,"1 mines, 13 picks",0.99,0.01,1.0304246697357358,1.0617750000000001,1.0
70,mines,"13 mines, 1 picks",0.99,0.01,1.0304246697357358,1.0617750000000001,1.0
71,mines,"4 mines, 4 picks",0.99,0.01,1.044727902842383,1.0914563909774437,0.9999999999999999
72,wheel,"10 segments, medium",0.99,0.01,1.063437821407533,1.1309000000000002,0.9999999999999998
73,wheel,"40 segments, medium",0.99,0.01,1.0648474069086142,1.1339,0.9999999999999998
74,mines,"2 mines, 8 picks",0.99,0.01,1.087145479739325,1.181885294117647,0.999999999999999
75,mines,"8 mines, 2 picks",0.99,0.01,1.087145479739325,1.181885294117647,0.999999999999999
76,wheel,"30 segments, medium",0.99,0.01,1.0952473084498617,1.1995666666666667,0.9999999999999983
77,mines,"1 mines, 14 picks",0.99,0.01,1.1168706281391771,1.2474,0.9999999999999943
78,mines,"14 mines, 1 picks",0.99,0.01,1.1168706281391771,1.2474,0.9999999999999943
79,wheel,"50 segments, medium",0.99,0.01,1.1335342959081565,1.2849,0.999999999999986
80,mines,"3 mines, 6 picks",0.99,0.01,1.160278737729002,1.3462467492260062,0.9999999999999448
81,mines,"6 mines, 3 picks",0.99,0.01,1.160278737729002,1.3462467492260062,0.9999999999999448
82,mines,"1 mines, 15 picks",0.99,0.01,1.2124974226776732,1.4701500000000003,0.999999999999378
83,mines,"15 mines, 1 picks",0.99,0.01,1.2124974226776732,1.4701500000000003,0.999999999999378
84,mines,"2 mines, 9 picks",0.99,0.01,1.2124974226776732,1.4701500000000003,0.999999999999378
85,mines,"9 mines, 2 picks",0.99,0.01,1.2124974226776732,1.4701500000000003,0.999999999999378
86,mines,"4 mines, 5 picks",0.99,0.01,1.2565354846356735,1.578881424148607,0.999999999996178
87,mines,"5 mines, 4 picks",0.99,0.01,1.2565354846356735,1.578881424148607,0.999999999996178
88,mines,"1 mines, 16 picks",0.99,0.01,1.32,1.7424000000000002,0.9999999999615883
89,mines,"16 mines, 1 picks",0.99,0.01,1.32,1.7424000000000002,0.9999999999615883
90,mines,"3 mines, 7 picks",0.99,0.01,1.3350793102680762,1.7824367647058823,0.9999999999366003
91,mines,"7 mines, 3 picks",0.99,0.01,1.3350793102680762,1.7824367647058823,0.9999999999366003
92,mines,"10 mines, 2 picks",0.99,0.01,1.349142584861109,1.8201857142857145,0.9999999999003224
93,mines,"2 mines, 10 picks",0.99,0.01,1.349142584861109,1.8201857142857145,0.9999999999003224
94,mines,"1 mines, 17 picks",0.99,0.01,1.4431605939742118,2.0827125,0.9999999985202277
95,mines,"17 mines, 1 picks",0.99,0.01,1.4431605939742118,2.0827125,0.9999999985202277
96,mines,"4 mines, 6 picks",0.99,0.01,1.4895055488939135,2.2186267801857587,0.9999999953333251
97,mines,"6 mines, 4 picks",0.99,0.01,1.4895055488939135,2.2186267801857587,0.9999999953333251
98,mines,"11 mines, 2 picks",0.99,0.01,1.5003329300854864,2.250998901098901,0.9999999939876791
99,mines,"2 mines, 11 picks",0.99,0.01,1.5003329300854864,2.250998901098901,0.9999999939876791
100,mines,"3 mines, 8 picks",0.99,0.01,1.5280523936197539,2.3349441176470593,0.9999999887709359
101,mines,"8 mines, 3 picks",0.99,0.01,1.5280523936197539,2.3349441176470593,0.9999999887709359
102,mines,"5 mines, 5 picks",0.99,0.01,1.5422590960001004,2.378563119195047,0.9999999847294855
103,mines,"1 mines, 18 picks",0.99,0.01,1.587531776959801,2.5202571428571434,0.9999999614444397
104,mines,"18 mines, 1 picks",0.99,0.01,1.587531776959801,2.5202571428571434,0.9999999614444397
105,mines,"12 mines, 2 picks",0.99,0.01,1.6701842367282074,2.7895153846153846,0.9999998264821853
106,mines,"2 mines, 12 picks",0.99,0.01,1.6701842367282074,2.7895153846153846,0.9999998264821853
107,keno,"classic, 1 picks",0.99,0.01,1.7147302994931886,2.9403,0.9999996421801586
108,keno,"high, 1 picks",0.99,0.01,1.7147302994931886,2.9403,0.9999996421801586
109,mines,"3 mines, 9 picks",0.99,0.01,1.7450818646372193,3.045310714285714,0.9999994318428734
110,mines,"9 mines, 3 picks",0.99,0.01,1.7450818646372193,3.045310714285714,0.9999994318428734
111,mines,"4 mines, 7 picks",0.99,0.01,1.752603945058693,3.071620588235294,0.9999993651610822
112,mines,"7 mines, 4 picks",0.99,0.01,1.752603945058693,3.071620588235294,0.9999993651610822
113,mines,"1 mines, 19 picks",0.99,0.01,1.7617179115851664,3.1036500000000005,0.9999992751441567
114,mines,"19 mines, 1 picks",0.99,0.01,1.7617179115851664,3.1036500000000005,0.9999992751441567
115,mines,"13 mines, 2 picks",0.99,0.01,1.864108365948718,3.4749,0.9999971715009066
116,mines,"2 mines, 13 picks",0.99,0.01,1.864108365948718,3.4749,0.9999971715009066
117,mines,"5 mines, 6 picks",0.99,0.01,1.8703255043601532,3.4981174922600613,0.9999969490216882
118,mines,"6 mines, 5 picks",0.99,0.01,1.8703255043601532,3.4981174922600613,0.9999969490216882
119,mines,"1 mines, 20 picks",0.99,0.01,1.98,3.9204,0.999989629633021
120,mines,"20 mines, 1 picks",0.99,0.01,1.98,3.9204,0.999989629633021
121,mines,"10 mines, 3 picks",0.99,0.01,1.9935525195869932,3.974251648351649,0.9999880986740808
122,mines,"3 mines, 10 picks",0.99,0.01,1.9935525195869932,3.974251648351649,0.9999880986740808
123,mines,"4 mines, 8 picks",0.99,0.01,2.0565152666627124,4.229255042016807,0.9999781969526279
124,mines,"8 mines, 4 picks",0.99,0.01,2.0565152666627124,4.229255042016807,0.9999781969526279
125,mines,"14 mines, 2 picks",0.99,0.01,2.0894736179239017,4.365899999999999,0.9999706886694563
126,mines,"2 mines, 14 picks",0.99,0.01,2.0894736179239017,4.365899999999999,0.9999706886694563
127,mines,"5 mines, 7 picks",0.99,0.01,2.257760147215142,5.09748088235294,0.9998902527134604
128,mines,"7 mines, 5 picks",0.99,0.01,2.257760147215142,5.09748088235294,0.9998902527134604
129,mines,"1 mines, 21 picks",0.99,0.01,2.268374969003141,5.145525000000001,0.9998818383197345
130,mines,"21 mines, 1 picks",0.99,0.01,2.268374969003141,5.145525000000001,0.9998818383197345
131,mines,"11 mines, 3 picks",0.99,0.01,2.283164374380338,5.21283956043956,0.9998692448127758
132,mines,"3 mines, 11 picks",0.99,0.01,2.283164374380338,5.21283956043956,0.9998692448127758
133,mines,"6 mines, 6 picks",0.99,0.01,2.327520904389801,5.4173535603715175,0.9998247922004578
134,mines,"15 mines, 2 picks",0.99,0.01,2.3566713814191402,5.553899999999999,0.9997894591993758
135,mines,"2 mines, 15 picks",0.99,0.01,2.3566713814191402,5.553899999999999,0.9997894591993758
136,mines,"4 mines, 9 picks",0.99,0.01,2.4149810592390817,5.832133516483517,0.9997016992934757
137,mines,"9 mines, 4 picks",0.99,0.01,2.4149810592390817,5.832133516483517,0.9997016992934757
138,mines,"12 mines, 3 picks",0.99,0.01,2.62713210115576,6.901823076923077,0.9991173898392014
139,mines,"3 mines, 12 picks",0.99,0.01,2.62713210115576,6.901823076923077,0.9991173898392014
140,mines,"1 mines, 22 picks",0.99,0.01,2.680932673529867,7.187399999999999,0.9988817967769509
141,mines,"16 mines, 2 picks",0.99,0.01,2.680932673529867,7.187399999999999,0.9988817967769509
142,mines,"2 mines, 16 picks",0.99,0.01,2.680932673529867,7.187399999999999,0.9988817967769509
143,mines,"22 mines, 1 picks",0.99,0.01,2.680932673529867,7.187399999999999,0.9988817967769509
144,mines,"5 mines, 8 picks",0.99,0.01,2.7267218396730946,7.435011990950225,0.9986465825498815
145,mines,"8 mines, 5 picks",0.99,0.01,2.7267218396730946,7.435011990950225,0.9986465825498815
146,mines,"10 mines, 4 picks",0.99,0.01,2.8465554661692476,8.102878021978022,0.997858957059948
147,mines,"4 mines, 10 picks",0.99,0.01,2.8465554661692476,8.102878021978022,0.997858957059948
148,mines,"6 mines, 7 picks",0.99,0.01,2.893099451175009,8.370024434389139,0.9974781986753104
149,mines,"7 mines, 6 picks",0.99,0.01,2.893099451175009,8.370024434389139,0.9974781986753104
150,wheel,"10 segments, high",0.99,0.01,2.97,8.820900000000002,0.9967470756687912
151,mines,"13 mines, 3 picks",0.99,0.01,3.0440762145517977,9.266400000000003,0.9959135551416638
152,mines,"3 mines, 13 picks",0.99,0.01,3.0440762145517977,9.266400000000003,0.9959135551416638
153,mines,"17 mines, 2 picks",0.99,0.01,3.085607140996959,9.520971428571427,0.9953872701806358
154,mines,"2 mines, 17 picks",0.99,0.01,3.085607140996959,9.520971428571427,0.9953872701806358
155,mines,"5 mines, 9 picks",0.99,0.01,3.307764903049513,10.941308653846155,0.991790956664824
156,mines,"9 mines, 5 picks",0.99,0.01,3.307764903049513,10.941308653846155,0.991790956664824
157,mines,"1 mines, 23 picks",0.99,0.01,3.3572533416470076,11.271149999999999,0.9908002550873076
158,mines,"23 mines, 1 picks",0.99,0.01,3.3572533416470076,11.271149999999999,0.9908002550873076
159,mines,"11 mines, 4 picks",0.99,0.01,3.3772443087344333,11.40577912087912,0.9903797149692909
160,mines,"4 mines, 11 picks",0.99,0.01,3.3772443087344333,11.40577912087912,0.9903797149692909
161,mines,"14 mines, 3 picks",0.99,0.01,3.5611655395389863,12.681899999999999,0.9859514011125179
162,mines,"3 mines, 14 picks",0.99,0.01,3.5611655395389863,12.681899999999999,0.9859514011125179
163,mines,"18 mines, 2 picks",0.99,0.01,3.608507803986098,13.021328571428572,0.9846467492522369
164,mines,"2 mines, 18 picks",0.99,0.01,3.608507803986098,13.021328571428572,0.9846467492522369
165,mines,"6 mines, 8 picks",0.99,0.01,3.611798257320543,13.045086651583711,0.9845535579147341
166,mines,"8 mines, 6 picks",0.99,0.01,3.611798257320543,13.045086651583711,0.9845535579147341
167,mines,"7 mines, 7 picks",0.99,0.01,3.718099472550836,13.824263687782803,0.9813678008003395
168,mines,"10 mines, 5 picks",0.99,0.01,4.0447658485048015,16.360130769230768,0.9695097170640501
169,mines,"12 mines, 4 picks",0.99,0.01,4.0447658485048015,16.360130769230768,0.9695097170640501
170,mines,"4 mines, 12 picks",0.99,0.01,4.0447658485048015,16.360130769230768,0.9695097170640501
171,mines,"5 mines, 10 picks",0.99,0.01,4.0447658485048015,16.360130769230768,0.9695097170640501
172,mines,"15 mines, 3 picks",0.99,0.01,4.21961491133966,17.805150000000005,0.9619627877402205
173,mines,"3 mines, 15 picks",0.99,0.01,4.21961491133966,17.805150000000005,0.9619627877402205
174,mines,"19 mines, 2 picks",0.99,0.01,4.315309954105267,18.6219,0.9575101292895706
175,mines,"2 mines, 19 picks",0.99,0.01,4.315309954105267,18.6219,0.9575101292895706
176,wheel,"20 segments, high",0.99,0.01,4.315309954105267,18.6219,0.9575101292895706
177,mines,"6 mines, 9 picks",0.99,0.01,4.549196463282111,20.695188461538464,0.9457633492596196
